Frame_number,centre_x,centre_y,width,height
47.0,193.84,281.14,215.59999999999997,185.96
48.0,194.06,280.26,215.39999999999998,187.64
49.0,194.28,279.38,215.2,189.32000000000002
50.0,194.5,278.5,215.0,191.0
51.0,193.72,277.1,213.44,192.68
52.0,192.94,275.7,211.88,194.35999999999999
53.0,192.16,274.3,210.32,196.04
54.0,191.38,272.9,208.76,197.72
55.0,190.6,271.5,207.2,199.39999999999998
56.0,189.82,270.1,205.64,201.07999999999998
57.0,189.04,268.7,204.07999999999998,202.76
58.0,188.26,267.29999999999995,202.51999999999998,204.44
59.0,187.48,265.9,200.95999999999998,206.11999999999998
60.0,186.7,264.5,199.39999999999998,207.79999999999998
61.0,185.92,263.1,197.83999999999997,209.47999999999996
62.0,185.14,261.7,196.27999999999997,211.15999999999997
63.0,184.36,260.3,194.72000000000003,212.84000000000003
64.0,183.58,258.9,193.16000000000003,214.52000000000004
65.0,182.8,257.5,191.60000000000002,216.20000000000002
66.0,182.02,256.1,190.04000000000002,217.88000000000002
67.0,181.24,254.7,188.48000000000002,219.56000000000003
68.0,180.46,253.3,186.92000000000002,221.24
69.0,179.68,251.9,185.36,222.92000000000002
70.0,178.9,250.5,183.8,224.60000000000002
71.0,178.12,249.1,182.24,226.28000000000003
72.0,177.34,247.7,180.68,227.96
73.0,176.56,246.3,179.12,229.64000000000001
74.0,175.78,244.9,177.56,231.32
75.0,175.0,243.5,176.0,233.0
76.0,179.44,242.64000000000001,173.84000000000003,227.68
77.0,183.88,241.77999999999997,171.68000000000004,222.35999999999999
78.0,188.32,240.92000000000002,169.51999999999998,217.04
79.0,192.76,240.06,167.36,211.72000000000003
80.0,197.2,239.2,165.20000000000002,206.39999999999998
81.0,201.64000000000001,238.34,163.04000000000002,201.07999999999998
82.0,206.07999999999998,237.48000000000002,160.88,195.76000000000002
83.0,210.51999999999998,236.62,158.72,190.43999999999997
84.0,214.96,235.76,156.56,185.12
85.0,219.4,234.9,154.40000000000003,179.8
86.0,223.83999999999997,234.04,152.23999999999998,174.47999999999996
87.0,228.28,233.18,150.07999999999998,169.16
88.0,232.72,232.32,147.92000000000002,163.84
89.0,237.16000000000003,231.46,145.76000000000002,158.52000000000004
90.0,241.6,230.6,143.59999999999997,153.2
91.0,246.04,229.74,141.44,147.88
92.0,250.48,228.88,139.28000000000003,142.55999999999997
93.0,254.92000000000002,228.01999999999998,137.12000000000003,137.23999999999998
94.0,259.36,227.16,134.95999999999998,131.92000000000002
95.0,263.79999999999995,226.3,132.8,126.60000000000002
96.0,268.24,225.44,130.64000000000001,121.27999999999997
97.0,272.68,224.57999999999998,128.48000000000002,115.96000000000001
98.0,277.12,223.72000000000003,126.32,110.64000000000001
99.0,281.56,222.85999999999999,124.16,105.32
100.0,286.0,222.0,122.0,100.0
101.0,297.12,221.20000000000002,123.60000000000002,101.04000000000002
102.0,308.24,220.4,125.19999999999999,102.07999999999998
103.0,319.36,219.60000000000002,126.79999999999998,103.12000000000003
104.0,330.48,218.8,128.40000000000003,104.16
105.0,341.6,218.0,130.0,105.20000000000002
106.0,352.72,217.2,131.59999999999997,106.23999999999998
107.0,363.84000000000003,216.4,133.2,107.28000000000003
108.0,374.96000000000004,215.6,134.8,108.32
109.0,386.08,214.8,136.39999999999998,109.36000000000001
110.0,397.2,214.0,138.0,110.39999999999998
111.0,408.32,213.2,139.60000000000002,111.44000000000003
112.0,419.44,212.39999999999998,141.19999999999993,112.47999999999999
113.0,430.56,211.60000000000002,142.80000000000007,113.52000000000001
114.0,441.68,210.8,144.39999999999998,114.55999999999997
115.0,452.79999999999995,210.0,145.99999999999994,115.60000000000002
116.0,463.92,209.2,147.60000000000002,116.63999999999999
117.0,475.03999999999996,208.4,149.2,117.68
118.0,486.15999999999997,207.6,150.79999999999995,118.71999999999997
119.0,497.28000000000003,206.8,152.39999999999998,119.76000000000002
120.0,508.4,206.0,154.0,120.79999999999998
121.0,519.52,205.2,155.5999999999999,121.84
122.0,530.64,204.39999999999998,157.2,122.87999999999997
123.0,541.76,203.6,158.80000000000007,123.92000000000002
124.0,552.88,202.79999999999998,160.39999999999992,124.95999999999998
125.0,564.0,202.0,162.0,126.0
126.0,563.78,201.92000000000002,160.03999999999996,125.12
127.0,563.56,201.83999999999997,158.08000000000004,124.23999999999998
128.0,563.3399999999999,201.76,156.12,123.35999999999999
129.0,563.12,201.68,154.16000000000003,122.48000000000002
130.0,562.9,201.6,152.2,121.59999999999997
131.0,562.68,201.51999999999998,150.23999999999995,120.72
132.0,562.46,201.44,148.28000000000003,119.84
133.0,562.24,201.35999999999999,146.32,118.95999999999998
134.0,562.02,201.28,144.36000000000007,118.07999999999998
135.0,561.8,201.2,142.39999999999998,117.20000000000002
136.0,561.5799999999999,201.12,140.43999999999994,116.31999999999996
137.0,561.36,201.04,138.48000000000002,115.44
138.0,561.14,200.96,136.51999999999998,114.56
139.0,560.9200000000001,200.88,134.56000000000006,113.68000000000004
140.0,560.7,200.8,132.60000000000002,112.79999999999998
141.0,560.48,200.72,130.63999999999993,111.92000000000002
142.0,560.26,200.64000000000001,128.68,111.04000000000002
143.0,560.04,200.56,126.71999999999997,110.16
144.0,559.82,200.48000000000002,124.76000000000005,109.28
145.0,559.6,200.39999999999998,122.80000000000001,108.4
146.0,559.38,200.32,120.83999999999997,107.52000000000001
147.0,559.1600000000001,200.24,118.88,106.64000000000001
148.0,558.94,200.16,116.91999999999996,105.75999999999999
149.0,558.72,200.07999999999998,114.96000000000004,104.88000000000002
150.0,558.5,200.0,113.0,104.0
151.0,571.8199999999999,203.35999999999999,119.39999999999998,106.95999999999998
152.0,585.14,206.72,125.79999999999995,109.92000000000002
153.0,598.46,210.07999999999998,132.19999999999993,112.88
154.0,611.78,213.44,138.60000000000002,115.84
155.0,625.1,216.8,145.0,118.79999999999998
156.0,638.4200000000001,220.16000000000003,151.39999999999998,121.76000000000002
157.0,651.74,223.51999999999998,157.79999999999995,124.72
158.0,665.06,226.88,164.19999999999993,127.68000000000004
159.0,678.3800000000001,230.24,170.60000000000002,130.64000000000001
160.0,691.7,233.6,177.0,133.59999999999997
161.0,705.02,236.96,183.4000000000001,136.56
162.0,718.34,240.32,189.79999999999995,139.51999999999998
163.0,731.66,243.68,196.20000000000005,142.48000000000002
164.0,744.98,247.04,202.60000000000002,145.44
165.0,758.3,250.4,209.0,148.40000000000003
166.0,771.6199999999999,253.76,215.39999999999998,151.36
167.0,784.9399999999999,257.12,221.79999999999995,154.31999999999996
168.0,798.26,260.48,228.20000000000005,157.28
169.0,811.5799999999999,263.84,234.60000000000002,160.23999999999998
170.0,824.9,267.2,241.0,163.20000000000002
171.0,838.22,270.56,247.4000000000001,166.16
172.0,851.54,273.92,253.80000000000007,169.12
173.0,864.86,277.28,260.20000000000005,172.07999999999998
174.0,878.1800000000001,280.64,266.6,175.03999999999996
175.0,891.5,284.0,273.0,178.0
176.0,892.52,284.03999999999996,272.15999999999985,176.71999999999997
177.0,893.54,284.08000000000004,271.32000000000005,175.44
178.0,894.56,284.12,270.4799999999999,174.16
179.0,895.58,284.16,269.6400000000001,172.88000000000002
180.0,896.6,284.2,268.79999999999995,171.6
181.0,897.6199999999999,284.24,267.9599999999999,170.31999999999996
182.0,898.6400000000001,284.28,267.12,169.04000000000002
183.0,899.66,284.32,266.28,167.76
184.0,900.6800000000001,284.36,265.44000000000005,166.48000000000002
185.0,901.7,284.4,264.6,165.2
186.0,902.72,284.44,263.7599999999999,163.92
187.0,903.74,284.48,262.9200000000001,162.64000000000001
188.0,904.76,284.52,262.0799999999999,161.35999999999999
189.0,905.78,284.56,261.2400000000001,160.08
190.0,906.8,284.6,260.4,158.8
191.0,907.8199999999999,284.64,259.55999999999995,157.51999999999998
192.0,908.84,284.68,258.72,156.24
193.0,909.8599999999999,284.72,257.88,154.95999999999998
194.0,910.8800000000001,284.76,257.0400000000001,153.68
195.0,911.9,284.8,256.20000000000005,152.4
196.0,912.92,284.84,255.3599999999999,151.11999999999998
197.0,913.94,284.88,254.5200000000001,149.84
198.0,914.96,284.91999999999996,253.67999999999995,148.56
199.0,915.98,284.96000000000004,252.84000000000015,147.28000000000003
200.0,917.0,285.0,252.0,146.0
201.0,918.64,282.20000000000005,247.3599999999999,146.8
202.0,920.28,279.4,242.72000000000014,147.6
203.0,921.9200000000001,276.6,238.08000000000004,148.4
204.0,923.56,273.79999999999995,233.43999999999994,149.2
205.0,925.1999999999999,271.0,228.79999999999995,150.0
206.0,926.84,268.20000000000005,224.16000000000008,150.8
207.0,928.48,265.4,219.51999999999998,151.6
208.0,930.1199999999999,262.6,214.88,152.4
209.0,931.76,259.79999999999995,210.24000000000012,153.2
210.0,933.4000000000001,257.0,205.60000000000002,154.0
211.0,935.04,254.20000000000002,200.96000000000004,154.8
212.0,936.68,251.39999999999998,196.31999999999994,155.6
213.0,938.32,248.60000000000002,191.68000000000006,156.4
214.0,939.96,245.79999999999998,187.03999999999996,157.2
215.0,941.5999999999999,243.0,182.39999999999998,158.0
216.0,943.24,240.20000000000002,177.75999999999988,158.8
217.0,944.88,237.39999999999998,173.12000000000012,159.6
218.0,946.52,234.60000000000002,168.48000000000002,160.4
219.0,948.16,231.79999999999998,163.83999999999992,161.2
220.0,949.8000000000001,229.0,159.20000000000005,162.0
221.0,951.44,226.20000000000002,154.56000000000006,162.8
222.0,953.0799999999999,223.39999999999998,149.91999999999996,163.6
223.0,954.72,220.6,145.27999999999986,164.40000000000003
224.0,956.36,217.79999999999998,140.6400000000001,165.2
225.0,958.0,215.0,136.0,166.0
226.0,952.5,209.29999999999998,136.1199999999999,163.32
227.0,947.0,203.60000000000002,136.24,160.64000000000001
228.0,941.5,197.9,136.3599999999999,157.95999999999998
229.0,936.0,192.2,136.48000000000002,155.27999999999997
230.0,930.5,186.5,136.5999999999999,152.60000000000002
231.0,925.0,180.8,136.72000000000003,149.92
232.0,919.5,175.1,136.83999999999992,147.24
233.0,914.0,169.4,136.96000000000004,144.56
234.0,908.5,163.7,137.07999999999993,141.88
235.0,903.0,158.0,137.20000000000005,139.2
236.0,897.5,152.3,137.31999999999994,136.52
237.0,892.0,146.6,137.44000000000005,133.83999999999997
238.0,886.5,140.9,137.55999999999995,131.16000000000003
239.0,881.0,135.2,137.68000000000006,128.48000000000002
240.0,875.5,129.5,137.79999999999995,125.80000000000001
241.0,870.0,123.80000000000001,137.92000000000007,123.12000000000002
242.0,864.5,118.1,138.03999999999996,120.44
243.0,859.0,112.4,138.16000000000008,117.76
244.0,853.5,106.7,138.27999999999997,115.08000000000001
245.0,848.0,101.0,138.4000000000001,112.39999999999999
246.0,842.5,95.3,138.51999999999998,109.72
247.0,837.0,89.6,138.63999999999987,107.04
248.0,831.5,83.9,138.76,104.36000000000001
249.0,826.0,78.19999999999999,138.8800000000001,101.68
250.0,820.5,72.5,139.0,99.0
251.0,816.94,72.32,140.2800000000001,99.67999999999999
252.0,813.38,72.14,141.55999999999995,100.35999999999999
253.0,809.8199999999999,71.96000000000001,142.84000000000003,101.04
254.0,806.26,71.78,144.12,101.72
255.0,802.7,71.6,145.39999999999998,102.4
256.0,799.14,71.42,146.68000000000006,103.08
257.0,795.5799999999999,71.24000000000001,147.95999999999992,103.76
258.0,792.02,71.06,149.24,104.44
259.0,788.46,70.88,150.51999999999998,105.12
260.0,784.9,70.7,151.79999999999995,105.8
261.0,781.3399999999999,70.52000000000001,153.08000000000004,106.48
262.0,777.78,70.34,154.36,107.16
263.0,774.22,70.16,155.64,107.84
264.0,770.6600000000001,69.97999999999999,156.91999999999996,108.52
265.0,767.1,69.8,158.20000000000005,109.2
266.0,763.54,69.62,159.48000000000002,109.88
267.0,759.98,69.44,160.76,110.56
268.0,756.4200000000001,69.25999999999999,162.04000000000008,111.24
269.0,752.86,69.08,163.31999999999994,111.92
270.0,749.3,68.9,164.60000000000002,112.60000000000001
271.0,745.74,68.72,165.88,113.28
272.0,742.1800000000001,68.53999999999999,167.15999999999997,113.96
273.0,738.62,68.36,168.44000000000005,114.64000000000001
274.0,735.06,68.18,169.7199999999999,115.32000000000001
275.0,731.5,68.0,171.0,116.0
276.0,728.56,67.68,172.15999999999997,114.88000000000001
277.0,725.62,67.36,173.31999999999994,113.75999999999999
278.0,722.6800000000001,67.04,174.4799999999999,112.64
279.0,719.74,66.72,175.64,111.52000000000001
280.0,716.8,66.39999999999999,176.80000000000007,110.39999999999999
281.0,713.86,66.08,177.96000000000004,109.28
282.0,710.9200000000001,65.76,179.12,108.16
283.0,707.98,65.44,180.27999999999997,107.03999999999999
284.0,705.04,65.12,181.43999999999994,105.92
285.0,702.0999999999999,64.8,182.60000000000002,104.8
286.0,699.16,64.47999999999999,183.76,103.67999999999999
287.0,696.22,64.16,184.91999999999996,102.56
288.0,693.28,63.84,186.08000000000004,101.44
289.0,690.34,63.52,187.24,100.32000000000001
290.0,687.4000000000001,63.199999999999996,188.39999999999998,99.2
291.0,684.46,62.88,189.56000000000006,98.08
292.0,681.52,62.559999999999995,190.72000000000003,96.96
293.0,678.5799999999999,62.239999999999995,191.88,95.84
294.0,675.64,61.92,193.03999999999996,94.72
295.0,672.7,61.6,194.19999999999993,93.60000000000001
296.0,669.76,61.28,195.36,92.47999999999999
297.0,666.8199999999999,60.96,196.5200000000001,91.36
298.0,663.88,60.64,197.68000000000006,90.24000000000001
299.0,660.94,60.32,198.84000000000003,89.11999999999999
300.0,658.0,60.0,200.0,88.0
301.0,659.0799999999999,60.54,196.64,89.48
302.0,660.16,61.08,193.27999999999997,90.96000000000001
303.0,661.24,61.620000000000005,189.92000000000007,92.44
304.0,662.3199999999999,62.160000000000004,186.56000000000006,93.92
305.0,663.4,62.7,183.20000000000005,95.4
306.0,664.48,63.24,179.84000000000003,96.88000000000001
307.0,665.56,63.78,176.4799999999999,98.36000000000001
308.0,666.6400000000001,64.32,173.12,99.83999999999999
309.0,667.72,64.86,169.76,101.32
310.0,668.8,65.4,166.39999999999998,102.8
311.0,669.88,65.94,163.03999999999996,104.28
312.0,670.96,66.48,159.67999999999995,105.76
313.0,672.04,67.02,156.32000000000005,107.24
314.0,673.12,67.56,152.96000000000004,108.72
315.0,674.2,68.1,149.60000000000002,110.2
316.0,675.28,68.64,146.24,111.68
317.0,676.3599999999999,69.18,142.88,113.16000000000001
318.0,677.44,69.72,139.5200000000001,114.63999999999999
319.0,678.52,70.25999999999999,136.15999999999997,116.11999999999999
320.0,679.6,70.8,132.79999999999995,117.6
321.0,680.6800000000001,71.34,129.43999999999994,119.08
322.0,681.76,71.88,126.07999999999993,120.56
323.0,682.84,72.42,122.72000000000003,122.03999999999999
324.0,683.9200000000001,72.96,119.36000000000001,123.52
325.0,685.0,73.5,116.0,125.0
326.0,686.3399999999999,73.32000000000001,117.15999999999997,124.96000000000001
327.0,687.6800000000001,73.14,118.32000000000005,124.91999999999999
328.0,689.02,72.96000000000001,119.48000000000002,124.88000000000001
329.0,690.3599999999999,72.78,120.63999999999999,124.83999999999999
330.0,691.7,72.6,121.80000000000007,124.8
331.0,693.04,72.42,122.96000000000004,124.76000000000002
332.0,694.3800000000001,72.24,124.12,124.72
333.0,695.72,72.06,125.27999999999997,124.68
334.0,697.06,71.88,126.43999999999994,124.63999999999999
335.0,698.4000000000001,71.7,127.60000000000002,124.6
336.0,699.74,71.52000000000001,128.76,124.56000000000002
337.0,701.0799999999999,71.34,129.91999999999996,124.52
338.0,702.4200000000001,71.16,131.08000000000004,124.48
339.0,703.76,70.97999999999999,132.24,124.43999999999998
340.0,705.0999999999999,70.8,133.39999999999998,124.4
341.0,706.44,70.62,134.56000000000006,124.36000000000001
342.0,707.78,70.44,135.72000000000003,124.32
343.0,709.1199999999999,70.26,136.88,124.28
344.0,710.46,70.08,138.03999999999996,124.24
345.0,711.8,69.9,139.19999999999993,124.2
346.0,713.1400000000001,69.72,140.36,124.16000000000001
347.0,714.48,69.53999999999999,141.51999999999998,124.11999999999999
348.0,715.8199999999999,69.36,142.67999999999995,124.08000000000001
349.0,717.1600000000001,69.17999999999999,143.84000000000003,124.03999999999999
350.0,718.5,69.0,145.0,124.0
351.0,718.3399999999999,68.89999999999999,144.91999999999996,123.96
352.0,718.1800000000001,68.8,144.84000000000003,123.91999999999999
353.0,718.02,68.69999999999999,144.76,123.87999999999998
354.0,717.86,68.60000000000001,144.68000000000006,123.84
355.0,717.7,68.5,144.60000000000002,123.80000000000001
356.0,717.54,68.4,144.51999999999998,123.76
357.0,717.38,68.3,144.44000000000005,123.72
358.0,717.22,68.2,144.36,123.67999999999999
359.0,717.06,68.1,144.2800000000001,123.63999999999999
360.0,716.9,68.0,144.20000000000005,123.60000000000001
361.0,716.74,67.9,144.12,123.56
362.0,716.5799999999999,67.8,144.04000000000008,123.52
363.0,716.4200000000001,67.7,143.95999999999992,123.48
364.0,716.26,67.6,143.88,123.44
365.0,716.1,67.5,143.79999999999995,123.39999999999999
366.0,715.94,67.4,143.7199999999999,123.36000000000001
367.0,715.78,67.3,143.64,123.32000000000001
368.0,715.62,67.2,143.55999999999995,123.28
369.0,715.46,67.1,143.48000000000002,123.24
370.0,715.3,67.0,143.39999999999998,123.19999999999999
371.0,715.14,66.89999999999999,143.31999999999994,123.16
372.0,714.98,66.80000000000001,143.24,123.12000000000002
373.0,714.8199999999999,66.7,143.15999999999997,123.08000000000001
374.0,714.6600000000001,66.60000000000001,143.08000000000004,123.04
375.0,714.5,66.5,143.0,123.0
376.0,711.8199999999999,66.24000000000001,144.60000000000002,122.88000000000001
377.0,709.14,65.98,146.20000000000005,122.76
378.0,706.46,65.72,147.80000000000007,122.64
379.0,703.78,65.46,149.39999999999998,122.52
380.0,701.1,65.2,151.0,122.4
381.0,698.4200000000001,64.94,152.60000000000002,122.28
382.0,695.74,64.68,154.20000000000005,122.16000000000001
383.0,693.06,64.42,155.80000000000007,122.03999999999999
384.0,690.38,64.16,157.4000000000001,121.92
385.0,687.7,63.9,159.0,121.8
386.0,685.02,63.64,160.60000000000002,121.68
387.0,682.34,63.379999999999995,162.20000000000005,121.56
388.0,679.66,63.120000000000005,163.79999999999995,121.44
389.0,676.98,62.86,165.39999999999998,121.32
390.0,674.3,62.6,167.0,121.2
391.0,671.62,62.339999999999996,168.5999999999999,121.08
392.0,668.94,62.08,170.19999999999993,120.96000000000001
393.0,666.26,61.82,171.79999999999995,120.83999999999999
394.0,663.5799999999999,61.56,173.39999999999998,120.72
395.0,660.9,61.3,175.0,120.6
396.0,658.22,61.04,176.60000000000002,120.48
397.0,655.54,60.779999999999994,178.19999999999993,120.36
398.0,652.86,60.52,179.79999999999995,120.24
399.0,650.1800000000001,60.26,181.39999999999998,120.11999999999999
400.0,647.5,60.0,183.0,120.0
401.0,648.9000000000001,60.2,181.64,120.16
402.0,650.3,60.4,180.2800000000001,120.32000000000001
403.0,651.7,60.6,178.91999999999996,120.48
404.0,653.1,60.800000000000004,177.55999999999995,120.64
405.0,654.5,61.0,176.20000000000005,120.80000000000001
406.0,655.9000000000001,61.2,174.84000000000003,120.96000000000001
407.0,657.3,61.4,173.48000000000002,121.11999999999999
408.0,658.7,61.599999999999994,172.12,121.28
409.0,660.1,61.8,170.76,121.44
410.0,661.5,62.0,169.4000000000001,121.6
411.0,662.9,62.199999999999996,168.03999999999996,121.76
412.0,664.3,62.4,166.67999999999995,121.92
413.0,665.7,62.6,165.32000000000005,122.08
414.0,667.1,62.800000000000004,163.96000000000004,122.24
415.0,668.5,63.0,162.5999999999999,122.4
416.0,669.9,63.2,161.24,122.56
417.0,671.3,63.400000000000006,159.88,122.72
418.0,672.7,63.6,158.51999999999998,122.88000000000001
419.0,674.0999999999999,63.8,157.15999999999997,123.03999999999999
420.0,675.5,64.0,155.79999999999995,123.19999999999999
421.0,676.9,64.2,154.44000000000005,123.36
422.0,678.3,64.39999999999999,153.08000000000004,123.52
423.0,679.7,64.6,151.7199999999999,123.67999999999999
424.0,681.0999999999999,64.8,150.36,123.84
425.0,682.5,65.0,149.0,124.0
426.0,682.96,64.82000000000001,149.51999999999998,123.48
427.0,683.4200000000001,64.64,150.04000000000008,122.96000000000001
428.0,683.88,64.46000000000001,150.55999999999995,122.44000000000001
429.0,684.3399999999999,64.28,151.08000000000004,121.92
430.0,684.8,64.1,151.60000000000002,121.39999999999999
431.0,685.26,63.92,152.12,120.88
432.0,685.72,63.74,152.64,120.36
433.0,686.1800000000001,63.56,153.15999999999997,119.84
434.0,686.64,63.38,153.68000000000006,119.32000000000001
435.0,687.1,63.199999999999996,154.20000000000005,118.8
436.0,687.56,63.019999999999996,154.7199999999999,118.28
437.0,688.02,62.839999999999996,155.24,117.76
438.0,688.48,62.660000000000004,155.76,117.24
439.0,688.94,62.480000000000004,156.2800000000001,116.72
440.0,689.4,62.300000000000004,156.79999999999995,116.2
441.0,689.86,62.12,157.31999999999994,115.67999999999999
442.0,690.3199999999999,61.94,157.84000000000003,115.16
443.0,690.78,61.76,158.36,114.64
444.0,691.24,61.58,158.88,114.12
445.0,691.7,61.4,159.39999999999998,113.60000000000001
446.0,692.1600000000001,61.22,159.91999999999996,113.08000000000001
447.0,692.62,61.04,160.44000000000005,112.55999999999999
448.0,693.0799999999999,60.86,160.95999999999992,112.03999999999999
449.0,693.54,60.68,161.48000000000002,111.52
450.0,694.0,60.5,162.0,111.0
451.0,693.0,61.54,162.07999999999993,111.8
452.0,692.0,62.58,162.16000000000008,112.6
453.0,691.0,63.62,162.24,113.39999999999999
454.0,690.0,64.66,162.31999999999994,114.2
455.0,689.0,65.7,162.4000000000001,115.0
456.0,688.0,66.74,162.48000000000002,115.8
457.0,687.0,67.78,162.55999999999995,116.6
458.0,686.0,68.82,162.6400000000001,117.39999999999999
459.0,685.0,69.86,162.72000000000003,118.2
460.0,684.0,70.9,162.79999999999995,119.0
461.0,683.0,71.94,162.8800000000001,119.80000000000001
462.0,682.0,72.98,162.96000000000004,120.6
463.0,681.0,74.02,163.03999999999996,121.4
464.0,680.0,75.06,163.1199999999999,122.19999999999999
465.0,679.0,76.1,163.20000000000005,123.0
466.0,678.0,77.14,163.27999999999997,123.8
467.0,677.0,78.17999999999999,163.3599999999999,124.6
468.0,676.0,79.22,163.44000000000005,125.39999999999999
469.0,675.0,80.26,163.51999999999998,126.20000000000002
470.0,674.0,81.30000000000001,163.5999999999999,127.00000000000001
471.0,673.0,82.34,163.68000000000006,127.80000000000001
472.0,672.0,83.38,163.76,128.60000000000002
473.0,671.0,84.42,163.83999999999992,129.4
474.0,670.0,85.46000000000001,163.92000000000007,130.2
475.0,669.0,86.5,164.0,131.0
476.0,669.68,85.54,162.0,129.96
477.0,670.36,84.58,160.0,128.92
478.0,671.04,83.62,158.0,127.88
479.0,671.72,82.66000000000001,156.0,126.84000000000002
480.0,672.4,81.7,154.0,125.8
481.0,673.08,80.74000000000001,152.0,124.76
482.0,673.76,79.78,150.0,123.71999999999998
483.0,674.44,78.82,148.0,122.67999999999999
484.0,675.12,77.86,146.0,121.64000000000001
485.0,675.8,76.89999999999999,144.0,120.6
486.0,676.48,75.94,142.0,119.56
487.0,677.16,74.98,140.0,118.52000000000001
488.0,677.84,74.02,138.0,117.47999999999999
489.0,678.52,73.06,136.0,116.44
490.0,679.2,72.10000000000001,134.0,115.4
491.0,679.88,71.14,132.0,114.35999999999999
492.0,680.56,70.18,130.0,113.32000000000001
493.0,681.24,69.22,128.0,112.28
494.0,681.92,68.25999999999999,126.0,111.24
495.0,682.6,67.3,124.0,110.2
496.0,683.28,66.34,122.0,109.16
497.0,683.96,65.38,120.0,108.12
498.0,684.64,64.42,118.0,107.08000000000001
499.0,685.32,63.46,116.0,106.04
500.0,686.0,62.5,114.0,105.0
501.0,685.74,63.86,115.40000000000009,106.75999999999999
502.0,685.48,65.22,116.79999999999995,108.52000000000001
503.0,685.22,66.58,118.20000000000005,110.28
504.0,684.96,67.94,119.60000000000002,112.04
505.0,684.7,69.3,121.0,113.8
506.0,684.44,70.66,122.39999999999998,115.56
507.0,684.1800000000001,72.02000000000001,123.80000000000007,117.32000000000001
508.0,683.9200000000001,73.38000000000001,125.19999999999993,119.08000000000001
509.0,683.6600000000001,74.74,126.60000000000002,120.84
510.0,683.4,76.10000000000001,128.0,122.60000000000001
511.0,683.1400000000001,77.46,129.39999999999998,124.35999999999999
512.0,682.88,78.82,130.79999999999995,126.11999999999999
513.0,682.62,80.18,132.20000000000005,127.88
514.0,682.3599999999999,81.54,133.60000000000002,129.64000000000001
515.0,682.1,82.89999999999999,135.0,131.4
516.0,681.8399999999999,84.26,136.39999999999998,133.16
517.0,681.5799999999999,85.62,137.80000000000007,134.92000000000002
518.0,681.3199999999999,86.97999999999999,139.19999999999993,136.68
519.0,681.06,88.34,140.60000000000002,138.44
520.0,680.8,89.7,142.0,140.20000000000002
521.0,680.54,91.06,143.39999999999998,141.96000000000004
522.0,680.28,92.42,144.79999999999995,143.72
523.0,680.02,93.78,146.20000000000005,145.48000000000002
524.0,679.76,95.14,147.5999999999999,147.23999999999998
525.0,679.5,96.5,149.0,149.0
526.0,675.56,101.46,150.08000000000004,148.52
527.0,671.62,106.42,151.16000000000008,148.04
528.0,667.68,111.38,152.24,147.56
529.0,663.74,116.34,153.31999999999994,147.07999999999998
530.0,659.8,121.3,154.39999999999998,146.6
531.0,655.86,126.25999999999999,155.48000000000002,146.12
532.0,651.9200000000001,131.22,156.56000000000006,145.64
